Date,Adj_Close,MA10,MA30,RSI,MACD
2020-02-17,75.86061096191406,78.12071990966797,79.67360407511393,38.7638085590763,-0.24813766201723153
2020-02-18,76.4390640258789,77.73439254760743,79.58132654825846,41.16098591773791,-0.24148821043193291
2020-02-19,77.47201538085938,77.65795364379883,79.53931986490885,45.28036371850499,-0.15149801318711487
2020-02-20,78.19508361816406,77.5071403503418,79.48835983276368,48.02355989328609,-0.033419607992441924
2020-02-24,76.89356231689453,77.32947006225587,79.40503438313802,43.77005054195682,-0.033054327824208474
2020-02-25,76.91422271728516,77.31087646484374,79.2858996073405,43.855061671655086,-0.022034617688647895
2020-02-26,76.79027557373047,77.16006546020508,79.1564348856608,43.43084392282407,-0.01409288294881983
2020-02-27,77.0381851196289,77.04024353027344,79.04900716145833,44.58545127957633,0.015266463311897183
2020-02-28,74.99291229248047,76.66631317138672,78.8431032816569,37.74137260268057,-0.08986944901285376
2020-03-02,75.81930541992188,76.64152374267579,78.6516616821289,41.63954151217521,-0.0903251424202508
2020-03-03,79.20738983154297,76.97620162963867,78.4733039855957,54.279013063980344,0.13854160804722038
2020-03-04,81.41792297363281,77.47408752441406,78.42441050211589,60.317603874577806,0.42368131498173
2020-03-05,80.96343231201172,77.8232292175293,78.36794255574544,58.603810430671174,0.5581030776428594
2020-03-06,78.75289154052734,77.87901000976562,78.21162134806315,51.01200546503983,0.4776720964402821
2020-03-09,74.76567840576172,77.66622161865234,77.99125671386719,40.756224467940996,0.15232011178888638
2020-03-11,74.95160675048828,77.46996002197265,77.83149236043295,41.34838188569473,-0.04351515260601296
2020-03-12,68.62987518310547,76.65391998291015,77.49612452189128,30.269894176652414,-0.5631103104136234
2020-03-13,69.37361907958984,75.88746337890625,77.15869140625,32.5592658145972,-0.8062082802103672
2020-03-16,67.66433715820312,75.15460586547852,76.73673655192057,30.112367906263174,-1.0179684371566597
2020-03-17,69.3993148803711,74.51260681152344,76.47659835815429,35.41777977235992,-0.9768610827631781
2020-03-18,61.75254440307617,72.76712226867676,75.95468126932779,26.036370914974725,-1.3759109751726775
2020-03-19,63.0377082824707,70.92910079956054,75.37919362386067,29.42008010609956,-1.4567728844093533
2020-03-20,67.36447143554688,69.56920471191407,75.0167958577474,39.46151273417178,-1.1365337752244553
2020-03-23,65.5438003540039,68.24829559326172,74.54481531778971,37.07146113923318,-0.97140428253969
2020-03-24,63.10198211669922,67.08192596435546,74.02587254842122,34.08938179636117,-0.9495769868875721
2020-03-25,64.36571502685547,66.0233367919922,73.6013910929362,36.91760892023842,-0.7800690595959909
2020-03-26,67.83570098876953,65.9439193725586,73.25263493855795,44.02064315796352,-0.38430780835691625
