Date,Adj_Close,MA10,MA30,RSI,MACD
2020-02-17,692.6705322265625,685.8705505371094,676.145937093099,59.73661870379916,-0.158961142696878
2020-02-18,699.8652954101562,686.7304260253907,678.1859130859375,63.325613358027915,0.38341858092951675
2020-02-19,702.322021484375,688.1255126953125,680.591475423177,64.4895871555459,0.7960597359076029
2020-02-20,699.2949829101562,690.3760803222656,682.6226806640625,61.883429858608494,0.7539765083559002
2020-02-24,698.2859497070312,692.0036804199219,684.3102315266927,60.998513015712426,0.5561528430156688
2020-02-25,700.5233154296875,694.2147521972656,685.037021891276,62.28629828536121,0.4769943423245664
2020-02-26,686.791748046875,695.0219665527344,685.2446675618489,51.12819105638597,-0.5438246837249787
2020-02-27,682.4925537109375,694.7411987304688,685.5459147135417,48.21586737810817,-1.4981537653373165
2020-02-28,642.0001220703125,689.4284851074219,684.5134948730469,30.559614266064074,-4.6671339857957
2020-03-02,650.203857421875,685.4450378417969,683.729677327474,35.697220064354795,-5.939778498778229
2020-03-03,655.424560546875,681.7204406738281,683.1023376464843,38.800347759789666,-6.13395459122642
2020-03-04,665.7340087890625,678.3073120117188,682.9926595052083,44.49649748997657,-5.303256191034729
2020-03-05,662.0926513671875,674.284375,682.5364013671875,42.97503499261893,-4.75195352903374
2020-03-06,648.3612060546875,669.1909973144532,681.2085896809896,37.73517780274748,-5.037766073042927
2020-03-09,618.0907592773438,661.1714782714844,678.9185567220052,29.264297007404295,-6.877281792170296
2020-03-11,601.902587890625,651.3094055175782,676.2249104817708,25.914020761951164,-8.67982547457498
2020-03-12,553.8206787109375,638.0122985839844,671.9314636230469,18.96804004267824,-12.380304240591087
2020-03-13,563.6036376953125,626.1234069824219,667.621923828125,23.463171975215104,-13.355368815246434
2020-03-16,511.6609802246094,613.0894927978516,661.844184366862,17.812998851943334,-16.479827131407408
2020-03-17,486.91802978515625,596.7609100341797,655.3806040445963,15.854434719996505,-19.014311917394004
2020-03-18,468.799560546875,578.0984100341797,648.5631337483724,14.589425613126508,-20.580054466512486
2020-03-19,478.67041015625,559.3920501708984,641.476596069336,18.408898249597982,-19.623410289774988
2020-03-20,513.459716796875,544.5287567138672,635.6462148030599,30.24813035774868,-15.500968413413048
2020-03-23,461.9118957519531,525.8838256835937,628.4836344401042,24.561182654621916,-15.084875032872162
2020-03-24,517.495849609375,515.8243347167969,622.9998311360677,38.079917049636926,-10.1423803117153
2020-03-25,531.8853759765625,508.82261352539064,618.1155904134115,41.02624891610437,-5.227734250004843
2020-03-26,564.1738891601562,509.8579345703125,614.2973999023437,47.10797127307042,0.5660095310044753
2020-03-27,572.684814453125,510.76605224609375,610.5435526529948,48.61229220309755,5.088316948197075
2020-03-30,549.8722534179688,514.5871795654297,605.701719156901,44.92411521336393,6.5660568331258276
2020-03-31,562.8577880859375,522.1811553955079,601.4623677571615,47.371795464269205,8.327640670484314
2020-04-01,528.9020385742188,528.1914031982421,596.00341796875,42.10264338887384,7.160123792075559
2020-04-03,513.8984375,531.7142059326172,589.8045227050782,39.98624056361131,5.4110689622715995
2020-04-07,560.6642456054688,536.4346588134765,585.082596842448,48.65069389049465,7.318852223683145
2020-04-08,554.1715087890625,545.6606201171875,580.2451477050781,47.62270497353011,8.003144545004929
2020-04-09,558.2513427734375,549.7361694335938,575.5773274739583,48.361078190269076,8.541180697578593
2020-04-13,559.260498046875,552.473681640625,570.8685668945312,48.55426719848024,8.743910952673623
2020-04-15,560.7081909179688,552.1271118164062,566.665781656901,48.8499015163264,8.733907815421986
2020-04-16,547.3715209960938,549.5957824707032,562.1617472330729,46.21511646513245,7.627682053082957
2020-04-17,551.6709594726562,549.7756530761719,559.1507751464844,47.20374610408664,7.000465575616655
2020-04-20,573.2111206054688,550.810986328125,556.5843505859375,51.96731200170301,7.790669727486325
2020-04-21,555.5753784179688,553.4783203125,553.256044514974,48.13778898115471,6.909990722383061
2020-04-22,563.1649780273438,558.4049743652344,549.8370768229166,49.850525755148446,6.622274289450495
2020-04-23,596.0238647460938,561.9409362792969,547.6347839355469,56.54208255180896,8.318831247007978
2020-04-24,577.3350830078125,564.2572937011719,545.267246500651,52.27012295920636,7.861543929504547
2020-04-27,583.1258544921875,566.7447448730469,544.1017496744792,53.443864242957936,7.622550353233475
2020-04-28,579.7041625976562,568.789111328125,543.3618021647136,52.620436176905734,6.92761627811461
2020-04-29,593.6110229492188,572.07939453125,544.6881469726562,55.613729939078944,7.073415406772754
2020-04-30,627.7860107421875,580.1208435058594,546.827559407552,61.97183387015998,9.015869587355736
2020-05-04,591.1103515625,584.0647827148438,549.4758717854818,53.16953557709769,7.440533929316016
2020-05-05,591.1103515625,585.8547058105469,552.9489491780599,53.169535577097676,6.066493855585167
